id,name,pac_id,latitude,longitude,alt,high_temp,low_temp,date_received,time_received,status,sync_status,time_stamp,heading,speed,flight_id,session_id
1,Washoe Fire,7939,39.292778,-116.845,460.0885104848123,324.7603941651944,106.25752011085913,2025-04-18,22:57:56,active,pending,1.745041844032214e+18,0.0,0.0,1,506444579770066
2,Washoe Fire,5893,39.292778,-116.84421875,354.4900727241943,308.30343645476984,119.97010466339349,2025-04-18,22:57:56,active,pending,1.7450418440528878e+18,0.0,0.0,1,506444579770066
3,Washoe Fire,5288,39.292778,-116.8434375,418.5540505874465,305.1789857799205,116.67022926430309,2025-04-18,22:57:56,active,pending,1.7450418440663974e+18,0.0,0.0,1,506444579770066
4,Washoe Fire,4035,39.292778,-116.84265625,379.8619550178223,337.03744729069194,143.80828215694223,2025-04-18,22:57:56,active,pending,1.7450418440776594e+18,0.0,0.0,1,506444579770066
5,Washoe Fire,6990,39.292778,-116.841875,331.0485868990644,331.39890781882,107.1246312496546,2025-04-18,22:57:56,active,pending,1.7450418440872492e+18,0.0,0.0,1,506444579770066
6,Washoe Fire,9459,39.292778,-116.84109375,446.55640477997736,347.2889131100827,109.18264643152791,2025-04-18,22:57:56,active,pending,1.7450418440992755e+18,0.0,0.0,1,506444579770066
7,Washoe Fire,7122,39.292778,-116.8403125,497.9757598972563,313.3294830020966,138.6670761060846,2025-04-18,22:57:56,active,pending,1.745041844109893e+18,0.0,0.0,1,506444579770066
8,Washoe Fire,6617,39.292778,-116.83953125,400.7236695107513,341.149502199315,142.14779104524249,2025-04-18,22:57:56,active,pending,1.7450418441221824e+18,0.0,0.0,1,506444579770066
9,Washoe Fire,6047,39.292778,-116.83875,416.109607384289,357.9323827992664,138.3162834123666,2025-04-18,22:57:56,active,pending,1.7450418441311997e+18,0.0,0.0,1,506444579770066
10,Washoe Fire,9748,39.292778,-116.83796875,483.79695039699874,362.4620716862586,144.5532509347181,2025-04-18,22:57:56,active,pending,1.7450418441375537e+18,0.0,0.0,1,506444579770066
11,Washoe Fire,9476,39.292778,-116.8371875,407.516445783708,327.50549245393734,150.9548826956576,2025-04-18,22:57:56,active,pending,1.7450418441524861e+18,0.0,0.0,1,506444579770066
12,Washoe Fire,9160,39.292778,-116.83640625,436.7870911745534,371.15025451548445,121.17759544048137,2025-04-18,22:57:56,active,pending,1.7450418441609958e+18,0.0,0.0,1,506444579770066
13,Washoe Fire,8381,39.292778,-116.835625,497.2959361363578,361.03001055246364,144.79523208474677,2025-04-18,22:57:56,active,pending,1.7450418441727585e+18,0.0,0.0,1,506444579770066
14,Washoe Fire,9055,39.292778,-116.83484375,418.55949310279686,365.20737550804444,164.51166565600198,2025-04-18,22:57:56,active,pending,1.7450418441830868e+18,0.0,0.0,1,506444579770066
15,Washoe Fire,3527,39.292778,-116.8340625,393.70248935318534,362.87038291844374,132.9034502782739,2025-04-18,22:57:56,active,pending,1.745041844192514e+18,0.0,0.0,1,506444579770066
16,Washoe Fire,7647,39.292778,-116.83328125,306.36843022087106,344.7740529002466,154.3063823610861,2025-04-18,22:57:56,active,pending,1.7450418442047163e+18,0.0,0.0,1,506444579770066
17,Washoe Fire,6943,39.292778,-116.8325,311.15948055265255,340.5563787014994,142.13546676077945,2025-04-18,22:57:56,active,pending,1.745041844213925e+18,0.0,0.0,1,506444579770066
18,Washoe Fire,1927,39.292778,-116.83171875,322.98763810901033,387.24482218899516,168.80173375184583,2025-04-18,22:57:56,active,pending,1.7450418442241388e+18,0.0,0.0,1,506444579770066
19,Washoe Fire,5094,39.292778,-116.8309375,492.2986029772361,396.4111962321893,148.83010101763122,2025-04-18,22:57:56,active,pending,1.7450418442343365e+18,0.0,0.0,1,506444579770066
20,Washoe Fire,4855,39.292778,-116.83015625,408.2260990068745,359.37641321926066,179.68867678060525,2025-04-18,22:57:56,active,pending,1.7450418442443156e+18,0.0,0.0,1,506444579770066
21,Washoe Fire,9725,39.292778,-116.829375,301.9361480044912,353.7382116433875,167.42487735700996,2025-04-18,22:57:56,active,pending,1.7450418442541417e+18,0.0,0.0,1,506444579770066
22,Washoe Fire,2742,39.292778,-116.82859375,386.7316372823452,366.26052057310886,142.37688725324077,2025-04-18,22:57:56,active,pending,1.7450418442650004e+18,0.0,0.0,1,506444579770066
23,Washoe Fire,8157,39.292778,-116.8278125,368.690292399709,368.05391050173097,155.2754208158293,2025-04-18,22:57:56,active,pending,1.7450418442754004e+18,0.0,0.0,1,506444579770066
24,Washoe Fire,6182,39.292778,-116.82703125,469.8892722561378,378.0865830116913,184.25735083489124,2025-04-18,22:57:56,active,pending,1.7450418442812196e+18,0.0,0.0,1,506444579770066
25,Washoe Fire,9643,39.292778,-116.82625,355.9340875660996,364.1973775076812,158.36384305107464,2025-04-18,22:57:56,active,pending,1.7450418442941542e+18,0.0,0.0,1,506444579770066
26,Washoe Fire,6649,39.292778,-116.82546875,342.7657927434632,385.23704837286044,169.54401790108093,2025-04-18,22:57:56,active,pending,1.7450418443063547e+18,0.0,0.0,1,506444579770066
27,Washoe Fire,2591,39.292778,-116.8246875,353.44443023622574,406.34670171554626,180.8291082879343,2025-04-18,22:57:56,active,pending,1.7450418443178153e+18,0.0,0.0,1,506444579770066
28,Washoe Fire,5825,39.292778,-116.82390625,447.99658243862393,402.13502007453894,187.99619953577474,2025-04-18,22:57:56,active,pending,1.7450418443276582e+18,0.0,0.0,1,506444579770066
29,Washoe Fire,7577,39.292778,-116.823125,356.2203390929182,395.31198860929385,150.99508598922148,2025-04-18,22:57:56,active,pending,1.7450418443369324e+18,0.0,0.0,1,506444579770066
30,Washoe Fire,5014,39.292778,-116.82234375,445.73185749465586,389.5711612126699,155.29147890081046,2025-04-18,22:57:56,active,pending,1.7450418443461002e+18,0.0,0.0,1,506444579770066
31,Washoe Fire,6362,39.292778,-116.8215625,330.7723464792054,404.34172425119004,162.77669370715427,2025-04-18,22:57:56,active,pending,1.7450418443570427e+18,0.0,0.0,1,506444579770066
32,Washoe Fire,7058,39.292778,-116.82078125,474.4862342370145,372.4066963577662,163.87405774320945,2025-04-18,22:57:56,active,pending,1.745041844367923e+18,0.0,0.0,1,506444579770066
33,Washoe Fire,2872,39.292778,-116.82,314.58760235290424,385.72026469507193,157.30719672222315,2025-04-18,22:57:56,active,pending,1.7450418443745254e+18,0.0,0.0,1,506444579770066
34,Washoe Fire,9311,39.29361133333333,-116.82,316.783008873601,397.9048306885189,153.27615807975045,2025-04-18,22:57:56,active,pending,1.7450418443876518e+18,0.0,0.0,1,506444579770066
35,Washoe Fire,8245,39.29361133333333,-116.82078125,350.20159162071684,374.33388631168606,142.98642866583822,2025-04-18,22:57:56,active,pending,1.7450418443983278e+18,0.0,0.0,1,506444579770066
36,Washoe Fire,7144,39.29361133333333,-116.8215625,320.3465285317809,360.8598208684899,161.20437114995406,2025-04-18,22:57:56,active,pending,1.745041844408293e+18,0.0,0.0,1,506444579770066
37,Washoe Fire,2079,39.29361133333333,-116.82234375,385.2851709872459,362.26921640755376,142.88578833415337,2025-04-18,22:57:56,active,pending,1.7450418444179302e+18,0.0,0.0,1,506444579770066
38,Washoe Fire,7849,39.29361133333333,-116.823125,368.2148497413913,362.8766854333868,144.1150239712709,2025-04-18,22:57:56,active,pending,1.7450418444290788e+18,0.0,0.0,1,506444579770066
39,Washoe Fire,7037,39.29361133333333,-116.82390625,402.9103472252243,402.76278228735856,175.62154922435224,2025-04-18,22:57:56,active,pending,1.7450418444397944e+18,0.0,0.0,1,506444579770066
40,Washoe Fire,5863,39.29361133333333,-116.8246875,459.8291361948196,394.7047026176798,174.47992839540075,2025-04-18,22:57:56,active,pending,1.7450418444494205e+18,0.0,0.0,1,506444579770066
41,Washoe Fire,5567,39.29361133333333,-116.82546875,471.6392371518036,397.6674661149128,186.89859054212366,2025-04-18,22:57:56,active,pending,1.7450418444592786e+18,0.0,0.0,1,506444579770066
42,Washoe Fire,4739,39.29361133333333,-116.82625,460.9017294942479,389.9485181272628,162.80816557951246,2025-04-18,22:57:56,active,pending,1.745041844469994e+18,0.0,0.0,1,506444579770066
43,Washoe Fire,1603,39.29361133333333,-116.82703125,493.8957127736839,402.4093369320059,169.88706224141,2025-04-18,22:57:56,active,pending,1.7450418444796808e+18,0.0,0.0,1,506444579770066
44,Washoe Fire,9916,39.29361133333333,-116.8278125,396.4973654550088,390.73602073490986,187.67797792281957,2025-04-18,22:57:56,active,pending,1.745041844488352e+18,0.0,0.0,1,506444579770066
45,Washoe Fire,7937,39.29361133333333,-116.82859375,376.4601316223183,394.43091581573,184.79539183889074,2025-04-18,22:57:56,active,pending,1.7450418444958495e+18,0.0,0.0,1,506444579770066
46,Washoe Fire,4207,39.29361133333333,-116.829375,458.36820220059724,381.38835210928147,153.60788970523032,2025-04-18,22:57:56,active,pending,1.745041844511289e+18,0.0,0.0,1,506444579770066
47,Washoe Fire,2326,39.29361133333333,-116.83015625,356.83645529838276,369.3422001909165,185.7737223827108,2025-04-18,22:57:56,active,pending,1.7450418445171438e+18,0.0,0.0,1,506444579770066
48,Washoe Fire,5050,39.29361133333333,-116.8309375,300.72668035695364,375.9007681604424,153.80551545242002,2025-04-18,22:57:56,active,pending,1.7450418445296125e+18,0.0,0.0,1,506444579770066
49,Washoe Fire,8649,39.29361133333333,-116.83171875,396.19037973482426,352.3448026840252,168.6654551382285,2025-04-18,22:57:56,active,pending,1.7450418445398602e+18,0.0,0.0,1,506444579770066
50,Washoe Fire,6846,39.29361133333333,-116.8325,463.6829210676938,377.0809085689628,169.64410707897142,2025-04-18,22:57:56,active,pending,1.7450418445484073e+18,0.0,0.0,1,506444579770066
51,Washoe Fire,8385,39.29361133333333,-116.83328125,465.9787241268698,353.12873827369,152.3767774162628,2025-04-18,22:57:56,active,pending,1.745041844558322e+18,0.0,0.0,1,506444579770066
52,Washoe Fire,1082,39.29361133333333,-116.8340625,345.7764515558746,334.4511147423071,148.17311662454284,2025-04-18,22:57:56,active,pending,1.7450418445696627e+18,0.0,0.0,1,506444579770066
53,Washoe Fire,2749,39.29361133333333,-116.83484375,493.92271172908806,350.17653051843627,168.65148817285603,2025-04-18,22:57:56,active,pending,1.745041844580021e+18,0.0,0.0,1,506444579770066
54,Washoe Fire,1054,39.29361133333333,-116.835625,303.1657692113622,345.62992654064755,149.10250878233668,2025-04-18,22:57:56,active,pending,1.7450418445894963e+18,0.0,0.0,1,506444579770066
55,Washoe Fire,6012,39.29361133333333,-116.83640625,407.6216734213455,343.2445446479716,159.21122981257528,2025-04-18,22:57:56,active,pending,1.745041844599704e+18,0.0,0.0,1,506444579770066
56,Washoe Fire,8021,39.29361133333333,-116.8371875,474.19994612284347,320.04288334281335,146.41122504407716,2025-04-18,22:57:56,active,pending,1.7450418446113126e+18,0.0,0.0,1,506444579770066
57,Washoe Fire,5773,39.29361133333333,-116.83796875,464.4289198043599,319.20929628672235,145.15570757915557,2025-04-18,22:57:56,active,pending,1.7450418446260534e+18,0.0,0.0,1,506444579770066
58,Washoe Fire,4073,39.29361133333333,-116.83875,341.5588615677655,346.592915925163,111.55270736818687,2025-04-18,22:57:56,active,pending,1.745041844639391e+18,0.0,0.0,1,506444579770066
59,Washoe Fire,1091,39.29361133333333,-116.83953125,371.81203452895903,335.73460405538555,155.8802616265686,2025-04-18,22:57:56,active,pending,1.7450418446877916e+18,0.0,0.0,1,506444579770066
60,Washoe Fire,5032,39.29361133333333,-116.8403125,439.27002388670996,355.40683806183205,146.03565042433954,2025-04-18,22:57:56,active,pending,1.7450418447070367e+18,0.0,0.0,1,506444579770066
61,Washoe Fire,2698,39.29361133333333,-116.84109375,339.6113011844322,336.6144318290548,144.02999781455247,2025-04-18,22:57:56,active,pending,1.7450418447242719e+18,0.0,0.0,1,506444579770066
62,Washoe Fire,3796,39.29361133333333,-116.841875,473.56416329424417,329.0454830784539,116.17748179411147,2025-04-18,22:57:56,active,pending,1.745041844740482e+18,0.0,0.0,1,506444579770066
63,Washoe Fire,7466,39.29361133333333,-116.84265625,314.84470722864023,333.29122962858025,137.00273795755638,2025-04-18,22:57:56,active,pending,1.745041844756278e+18,0.0,0.0,1,506444579770066
64,Washoe Fire,1123,39.29361133333333,-116.8434375,362.2442591312848,350.71712117885784,148.58901610491517,2025-04-18,22:57:56,active,pending,1.74504184476287e+18,0.0,0.0,1,506444579770066
65,Washoe Fire,7484,39.29361133333333,-116.84421875,428.73958911956674,342.3823234413513,142.76655387385554,2025-04-18,22:57:56,active,pending,1.7450418447780534e+18,0.0,0.0,1,506444579770066
66,Washoe Fire,2380,39.29361133333333,-116.845,494.28660631621494,323.15868390863847,113.3843055142478,2025-04-18,22:57:56,active,pending,1.745041844789854e+18,0.0,0.0,1,506444579770066
67,Washoe Fire,6257,39.294444666666664,-116.845,474.04741955367797,302.5439393144357,148.84639158196117,2025-04-18,22:57:56,active,pending,1.745041844802587e+18,0.0,0.0,1,506444579770066
68,Washoe Fire,5491,39.294444666666664,-116.84421875,325.6611241535991,326.53090660043654,139.66916550116585,2025-04-18,22:57:56,active,pending,1.7450418448139996e+18,0.0,0.0,1,506444579770066
69,Washoe Fire,3379,39.294444666666664,-116.8434375,494.0542561463356,304.16066993401535,115.23903379756437,2025-04-18,22:57:56,active,pending,1.745041844824848e+18,0.0,0.0,1,506444579770066
70,Washoe Fire,7532,39.294444666666664,-116.84265625,371.470086666342,344.32219191048085,127.16593467570131,2025-04-18,22:57:56,active,pending,1.7450418448347904e+18,0.0,0.0,1,506444579770066
71,Washoe Fire,6534,39.294444666666664,-116.841875,317.3611571843856,339.73529781177405,107.20098856389941,2025-04-18,22:57:56,active,pending,1.7450418448474465e+18,0.0,0.0,1,506444579770066
72,Washoe Fire,7761,39.294444666666664,-116.84109375,397.1271779808508,346.48455730804795,144.4285779256771,2025-04-18,22:57:56,active,pending,1.7450418448579558e+18,0.0,0.0,1,506444579770066
73,Washoe Fire,7141,39.294444666666664,-116.8403125,315.5786218124938,329.1833543847427,122.43605366977039,2025-04-18,22:57:56,active,pending,1.7450418448687104e+18,0.0,0.0,1,506444579770066
74,Washoe Fire,5718,39.294444666666664,-116.83953125,359.10785582946374,341.64796793141556,116.89458964603295,2025-04-18,22:57:56,active,pending,1.7450418448789732e+18,0.0,0.0,1,506444579770066
75,Washoe Fire,6148,39.294444666666664,-116.83875,429.0241643984382,352.37644891066174,143.21427957188826,2025-04-18,22:57:56,active,pending,1.745041844889509e+18,0.0,0.0,1,506444579770066
76,Washoe Fire,9931,39.294444666666664,-116.83796875,362.7189628162993,335.9877501493819,133.78213823403445,2025-04-18,22:57:56,active,pending,1.7450418448994365e+18,0.0,0.0,1,506444579770066
77,Washoe Fire,2867,39.294444666666664,-116.8371875,304.1940047446157,346.2731617480125,134.7013352847979,2025-04-18,22:57:56,active,pending,1.7450418449083113e+18,0.0,0.0,1,506444579770066
78,Washoe Fire,6807,39.294444666666664,-116.83640625,379.3899236684351,372.60444764804606,158.0175338336681,2025-04-18,22:57:56,active,pending,1.745041844921216e+18,0.0,0.0,1,506444579770066
79,Washoe Fire,4175,39.294444666666664,-116.835625,453.8881279980229,358.6455085142125,146.99561735253798,2025-04-18,22:57:56,active,pending,1.745041844931539e+18,0.0,0.0,1,506444579770066
80,Washoe Fire,4271,39.294444666666664,-116.83484375,496.2856762661437,336.3307670877762,167.86456550719004,2025-04-18,22:57:56,active,pending,1.7450418449438935e+18,0.0,0.0,1,506444579770066
81,Washoe Fire,3122,39.294444666666664,-116.8340625,474.2487324945201,336.47590892826884,170.0879601707374,2025-04-18,22:57:56,active,pending,1.7450418449494515e+18,0.0,0.0,1,506444579770066
82,Washoe Fire,1676,39.294444666666664,-116.83328125,402.76166903788476,357.8345392471351,159.7377768710733,2025-04-18,22:57:56,active,pending,1.7450418449599836e+18,0.0,0.0,1,506444579770066
83,Washoe Fire,9232,39.294444666666664,-116.8325,348.54990223094046,364.40011012749545,173.00631365067403,2025-04-18,22:57:56,active,pending,1.74504184497114e+18,0.0,0.0,1,506444579770066
84,Washoe Fire,6433,39.294444666666664,-116.83171875,477.3229668088146,374.82183889238877,142.15772151810546,2025-04-18,22:57:56,active,pending,1.7450418449817498e+18,0.0,0.0,1,506444579770066
85,Washoe Fire,7667,39.294444666666664,-116.8309375,474.00111341435354,394.841481570541,157.07417638447734,2025-04-18,22:57:56,active,pending,1.7450418449901181e+18,0.0,0.0,1,506444579770066
86,Washoe Fire,2667,39.294444666666664,-116.83015625,462.4273759111961,371.9741810353338,165.56258388827433,2025-04-18,22:57:57,active,pending,1.7450418449973563e+18,0.0,0.0,1,506444579770066
87,Washoe Fire,6100,39.294444666666664,-116.829375,301.57056748453715,389.574259954652,158.99197287879338,2025-04-18,22:57:57,active,pending,1.7450418450079457e+18,0.0,0.0,1,506444579770066
88,Washoe Fire,3230,39.294444666666664,-116.82859375,497.4794910824451,365.19580821749264,191.11705868356813,2025-04-18,22:57:57,active,pending,1.7450418450241695e+18,0.0,0.0,1,506444579770066
89,Washoe Fire,4086,39.294444666666664,-116.8278125,376.50419187532066,412.5944850058461,174.4084595175879,2025-04-18,22:57:57,active,pending,1.745041845033006e+18,0.0,0.0,1,506444579770066
90,Washoe Fire,1833,39.294444666666664,-116.82703125,458.1604740683107,372.53785631482134,156.01612378045218,2025-04-18,22:57:57,active,pending,1.7450418450437102e+18,0.0,0.0,1,506444579770066
91,Washoe Fire,7280,39.294444666666664,-116.82625,336.5924595938609,414.7164858410292,161.87495456926018,2025-04-18,22:57:57,active,pending,1.7450418450509558e+18,0.0,0.0,1,506444579770066
92,Washoe Fire,1107,39.294444666666664,-116.82546875,480.2892196691098,392.67390527906224,158.39041807041988,2025-04-18,22:57:57,active,pending,1.745041845063828e+18,0.0,0.0,1,506444579770066
93,Washoe Fire,2572,39.294444666666664,-116.8246875,348.18044484176306,414.7362458023662,151.5260494713051,2025-04-18,22:57:57,active,pending,1.7450418450741865e+18,0.0,0.0,1,506444579770066
94,Washoe Fire,7982,39.294444666666664,-116.82390625,465.083765632763,377.79739082245425,179.74380219143978,2025-04-18,22:57:57,active,pending,1.7450418450842335e+18,0.0,0.0,1,506444579770066
95,Washoe Fire,5342,39.294444666666664,-116.823125,356.42728008226305,396.521141396756,167.16592675435365,2025-04-18,22:57:57,active,pending,1.7450418450892897e+18,0.0,0.0,1,506444579770066
96,Washoe Fire,3285,39.294444666666664,-116.82234375,493.0381552900549,382.66752087389057,190.35708491252285,2025-04-18,22:57:57,active,pending,1.7450418451048233e+18,0.0,0.0,1,506444579770066
97,Washoe Fire,5256,39.294444666666664,-116.8215625,326.1918910965629,385.91817318760286,175.86552958626018,2025-04-18,22:57:57,active,pending,1.7450418451156472e+18,0.0,0.0,1,506444579770066
